loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,cred_hist_years,application_type,loan_status
30000,60 months,26.48,906.76,F,F3,10+ years,MORTGAGE,41400.0,Not Verified,debt_consolidation,14.28,0,695,699,0,11,0,1700.0,54.8,16,7,0,10.9,Individual,1
10000,36 months,22.56,384.81,E,E3,10+ years,RENT,78300.0,Verified,small_business,24.15,1,715,719,0,11,0,9200.0,53.1,31,0,0,8.3,Individual,0
12000,36 months,19.27,441.51,D,D4,10+ years,RENT,79600.0,Verified,debt_consolidation,22.22,0,750,754,0,8,0,5400.0,72.0,28,0,0,17.3,Individual,0
10000,36 months,19.47,368.94,D,D4,5 years,MORTGAGE,90400.0,Verified,debt_consolidation,18.9,0,745,749,1,9,0,10900.0,55.3,21,4,0,3.0,Individual,0
10000,36 months,20.19,372.6,D,D5,10+ years,OWN,177000.0,Source Verified,credit_card,9.51,0,710,714,0,16,0,7100.0,48.8,32,0,0,24.8,Individual,0
25000,36 months,29.87,1059.51,G,G3,10+ years,MORTGAGE,57700.0,Source Verified,credit_card,15.42,0,620,624,0,11,0,1300.0,29.9,27,5,0,22.5,Individual,1
15000,36 months,18.84,548.63,D,D4,7 years,RENT,65300.0,Verified,credit_card,14.57,0,740,744,1,12,0,4600.0,49.6,23,0,0,16.8,Individual,0
10000,36 months,25.49,400.19,F,F1,6 years,RENT,133700.0,Verified,debt_consolidation,39.25,0,695,699,3,7,0,22700.0,46.5,18,1,0,23.5,Individual,1
10000,36 months,16.29,353.0,D,D1,10+ years,MORTGAGE,80300.0,Source Verified,debt_consolidation,22.2,1,790,794,0,13,0,5200.0,78.2,21,3,0,20.2,Individual,0
10000,36 months,21.59,379.79,E,E2,< 1 year,RENT,36300.0,Source Verified,credit_card,22.36,0,710,714,0,7,0,2800.0,50.0,21,1,0,9.2,Individual,0
15000,60 months,24.68,437.46,E,E5,2 years,RENT,23200.0,Not Verified,debt_consolidation,13.71,0,700,704,0,13,0,800.0,56.0,26,1,0,15.6,Individual,0
20000,60 months,27.32,614.54,F,F4,10+ years,RENT,24300.0,Verified,debt_consolidation,31.1,0,715,719,1,14,0,4400.0,58.3,28,0,0,3.0,Individual,1
10000,36 months,24.99,397.55,E,E5,10+ years,RENT,71800.0,Source Verified,credit_card,14.24,0,675,679,2,16,2,6300.0,55.2,27,0,1,8.5,Individual,1
10000,36 months,26.92,407.82,F,F3,10+ years,RENT,58400.0,Verified,debt_consolidation,26.08,1,655,659,1,10,0,4100.0,50.5,27,0,0,19.2,Individual,1
20000,36 months,16.82,711.26,D,D1,2 years,MORTGAGE,55100.0,Verified,debt_consolidation,16.18,2,775,779,1,14,0,5200.0,48.6,23,7,0,20.8,Individual,0
20000,36 months,20.4,747.35,D,D5,7 years,MORTGAGE,76900.0,Not Verified,credit_card,25.93,0,735,739,0,17,0,4500.0,37.6,37,3,0,23.8,Individual,0
10000,36 months,23.62,390.34,E,E4,7 years,RENT,37200.0,Source Verified,credit_card,10.9,1,680,684,0,12,0,600.0,21.9,21,0,0,6.6,Individual,1
12000,36 months,20.94,451.73,E,E1,8 years,RENT,49800.0,Verified,credit_card,17.65,0,705,709,5,13,0,7300.0,115.0,18,0,0,9.0,Individual,0
25000,36 months,23.52,974.53,E,E4,2 years,MORTGAGE,37500.0,Not Verified,debt_consolidation,9.68,0,680,684,1,8,0,500.0,9.8,17,4,0,10.5,Individual,0
20000,36 months,24.99,795.09,E,E5,10+ years,MORTGAGE,69400.0,Source Verified,home_improvement,20.24,0,675,679,0,5,1,11200.0,91.4,15,3,0,4.2,Individual,1
7500,36 months,20.21,279.53,D,D5,< 1 year,MORTGAGE,28700.0,Source Verified,debt_consolidation,21.75,0,730,734,2,9,0,1500.0,43.6,25,1,0,12.2,Individual,0
12000,36 months,21.8,457.04,E,E2,10+ years,OWN,82700.0,Not Verified,debt_consolidation,26.75,1,715,719,1,11,3,8200.0,38.3,21,0,2,16.5,Individual,0
35000,60 months,25.31,1033.67,F,F1,8 years,RENT,80900.0,Source Verified,debt_consolidation,20.36,0,710,714,1,15,0,6700.0,64.8,20,0,0,10.3,Individual,1
15000,36 months,20.5,561.28,E,E1,10+ years,RENT,33100.0,Source Verified,small_business,23.42,0,730,734,1,8,2,4900.0,91.1,19,0,2,18.2,Individual,1
20000,36 months,24.73,792.34,E,E5,5 years,RENT,61300.0,Not Verified,debt_consolidation,9.55,0,660,664,0,11,0,2700.0,72.2,23,0,0,12.4,Individual,1
7500,36 months,24.68,296.93,E,E5,3 years,RENT,150400.0,Source Verified,debt_consolidation,27.27,1,690,694,3,14,0,18300.0,62.0,26,0,0,6.8,Individual,1
25000,60 months,23.58,713.12,E,E4,10+ years,MORTGAGE,71000.0,Not Verified,credit_card,11.67,0,725,729,1,17,0,2100.0,33.5,34,4,0,26.7,Individual,0
15000,36 months,24.82,594.97,E,E5,10+ years,RENT,54200.0,Source Verified,debt_consolidation,12.86,0,675,679,0,10,0,900.0,21.2,23,0,0,13.4,Individual,0
7500,36 months,22.13,286.93,E,E2,10+ years,RENT,49500.0,Source Verified,medical,14.33,0,705,709,0,12,0,2500.0,67.6,22,1,0,7.0,Individual,0
12000,60 months,28.06,374.06,F,F5,1 year,RENT,119100.0,Verified,home_improvement,2.52,0,655,659,0,13,0,600.0,19.9,23,0,0,20.0,Individual,0
7500,60 months,21.46,204.85,E,E2,10+ years,MORTGAGE,49800.0,Not Verified,credit_card,13.21,0,750,754,0,10,0,3300.0,59.8,23,5,0,13.0,Individual,0
20000,36 months,25.99,805.71,F,F2,6 years,RENT,77900.0,Not Verified,debt_consolidation,25.62,0,675,679,0,15,0,8400.0,45.3,29,0,0,22.8,Individual,0
20000,36 months,21.68,760.5,E,E2,9 years,RENT,69100.0,Not Verified,credit_card,30.14,1,735,739,0,13,0,13800.0,63.4,23,0,0,17.1,Individual,1
15000,36 months,20.09,558.14,D,D5,9 years,MORTGAGE,40400.0,Source Verified,debt_consolidation,16.82,0,735,739,0,11,0,2200.0,28.8,21,4,0,15.0,Individual,0
12000,60 months,21.03,324.84,E,E1,2 years,OWN,34500.0,Source Verified,credit_card,1.38,1,735,739,0,4,0,500.0,88.6,16,1,0,13.5,Individual,1
12000,60 months,27.42,369.44,F,F4,< 1 year,MORTGAGE,68500.0,Not Verified,debt_consolidation,32.86,3,715,719,1,13,0,16400.0,64.2,24,5,0,19.9,Individual,1
5000,36 months,15.62,174.85,C,C5,10+ years,MORTGAGE,50000.0,Source Verified,major_purchase,18.07,0,790,794,3,12,0,4400.0,62.2,20,2,0,27.2,Individual,0
12000,36 months,22.05,458.6,E,E2,5 years,MORTGAGE,47200.0,Verified,credit_card,18.64,1,710,714,1,13,0,3200.0,51.9,28,3,0,12.1,Individual,1
7500,36 months,30.99,322.47,G,G5,10+ years,MORTGAGE,109700.0,Verified,credit_card,33.7,0,605,609,0,12,3,5200.0,40.8,28,1,2,22.6,Individual,1
10000,36 months,24.8,396.54,E,E5,< 1 year,RENT,55000.0,Verified,home_improvement,28.25,1,685,689,1,10,0,7000.0,46.2,25,0,0,12.3,Individual,0
35000,60 months,30.99,1153.74,G,G5,2 years,RENT,90500.0,Verified,debt_consolidation,30.2,0,645,649,1,12,0,3600.0,26.8,22,0,0,10.1,Individual,1
10000,36 months,20.83,375.88,E,E1,10+ years,RENT,125300.0,Verified,major_purchase,11.61,0,715,719,1,12,0,5100.0,53.4,21,0,0,18.3,Individual,0
15000,60 months,26.59,454.36,F,F3,9 years,RENT,58600.0,Verified,debt_consolidation,27.52,2,715,719,0,10,0,9200.0,49.1,20,0,0,5.0,Individual,1
30000,36 months,27.63,1234.92,F,F4,10+ years,OWN,72500.0,Not Verified,home_improvement,23.94,0,660,664,0,6,0,2600.0,31.4,17,1,0,6.9,Individual,1
12000,36 months,26.06,483.87,F,F2,< 1 year,OTHER,50300.0,Not Verified,debt_consolidation,16.08,3,655,659,0,10,0,500.0,9.3,22,0,0,20.0,Individual,0
15000,60 months,22.92,422.17,E,E3,9 years,MORTGAGE,22300.0,Not Verified,debt_consolidation,10.44,0,710,714,0,15,0,500.0,7.4,26,3,0,9.7,Individual,1
7500,36 months,14.8,259.26,C,C4,10+ years,OWN,68300.0,Source Verified,debt_consolidation,8.07,0,770,774,1,15,0,3400.0,86.6,30,0,0,15.1,Individual,0
10000,36 months,30.78,428.8,G,G5,10+ years,MORTGAGE,87000.0,Not Verified,debt_consolidation,16.93,0,600,604,1,11,0,4100.0,71.6,26,1,0,23.6,Individual,1
15000,36 months,24.71,594.1,E,E5,10+ years,OWN,83300.0,Verified,debt_consolidation,17.18,0,675,679,1,11,0,7600.0,45.5,23,0,0,25.3,Individual,0
12000,36 months,22.57,461.83,E,E3,10+ years,OWN,82100.0,Verified,debt_consolidation,10.74,1,700,704,1,13,0,3900.0,76.0,23,0,0,5.4,Individual,0
5000,36 months,24.76,198.17,E,E5,10+ years,RENT,43100.0,Verified,debt_consolidation,11.75,1,665,669,3,10,0,2400.0,61.9,24,0,0,19.1,Individual,1
12000,36 months,21.33,454.14,E,E1,5 years,MORTGAGE,41500.0,Verified,debt_consolidation,17.11,0,715,719,1,14,0,1400.0,28.6,30,6,0,10.7,Individual,0
25000,36 months,22.93,966.83,E,E3,6 years,RENT,63300.0,Not Verified,debt_consolidation,20.44,0,710,714,4,5,0,4300.0,50.0,15,0,0,17.1,Individual,0
7500,36 months,19.06,275.15,D,D4,1 year,MORTGAGE,29300.0,Source Verified,debt_consolidation,23.38,0,745,749,1,14,0,1000.0,30.7,23,1,0,4.9,Individual,0
5000,36 months,19.95,185.69,D,D5,10+ years,RENT,31100.0,Verified,debt_consolidation,18.9,1,730,734,0,5,1,2200.0,51.7,15,0,1,23.3,Individual,0
7500,36 months,30.92,322.18,G,G5,2 years,RENT,65500.0,Source Verified,credit_card,15.43,0,600,604,1,14,0,6500.0,63.8,22,0,0,28.2,Individual,1
20000,36 months,19.33,736.46,D,D4,< 1 year,RENT,25000.0,Verified,home_improvement,20.22,1,745,749,3,12,3,4300.0,90.6,20,0,2,20.0,Individual,1
25000,36 months,26.93,1019.69,F,F3,5 years,OWN,56400.0,Not Verified,home_improvement,1.0,0,635,639,1,14,0,500.0,50.7,23,0,0,13.2,Individual,0
5000,60 months,26.34,150.71,F,F2,4 years,MORTGAGE,45000.0,Not Verified,debt_consolidation,23.4,0,705,709,1,14,0,8200.0,73.3,24,2,0,7.7,Individual,0
30000,36 months,21.19,1133.18,E,E1,4 years,RENT,38400.0,Source Verified,debt_consolidation,45.0,0,760,764,0,13,1,9200.0,46.0,18,0,0,16.8,Individual,1
15000,36 months,25.49,600.29,F,F1,6 years,RENT,54700.0,Not Verified,credit_card,24.04,0,675,679,0,9,0,5900.0,42.0,24,0,0,24.4,Individual,0
15000,60 months,25.76,446.98,F,F2,10+ years,RENT,86900.0,Not Verified,debt_consolidation,11.07,0,695,699,1,11,0,3300.0,57.1,27,0,0,3.0,Individual,1
10000,36 months,27.84,412.77,F,F5,10+ years,RENT,65000.0,Source Verified,debt_consolidation,15.1,0,640,644,3,17,0,6400.0,57.2,30,0,0,13.0,Individual,1
12000,36 months,18.59,437.39,D,D3,3 years,MORTGAGE,44000.0,Not Verified,small_business,7.28,0,740,744,4,11,0,1000.0,37.1,26,2,0,6.3,Individual,0
30000,36 months,26.22,1212.24,F,F2,10+ years,MORTGAGE,56400.0,Verified,debt_consolidation,28.44,0,685,689,3,10,1,7400.0,71.9,23,5,1,5.1,Individual,1
30000,60 months,28.59,944.78,G,G1,4 years,RENT,45900.0,Source Verified,home_improvement,20.27,0,680,684,0,16,0,5900.0,65.8,28,0,0,3.0,Individual,1
15000,36 months,23.27,582.76,E,E4,10+ years,MORTGAGE,93300.0,Verified,debt_consolidation,22.83,0,700,704,1,7,0,12500.0,78.7,22,4,0,15.1,Individual,0
15000,36 months,20.14,558.52,D,D5,5 years,RENT,46900.0,Not Verified,debt_consolidation,19.23,1,740,744,5,11,0,3000.0,50.3,23,0,0,15.2,Individual,1
10000,36 months,22.23,383.1,E,E2,10+ years,MORTGAGE,33500.0,Not Verified,debt_consolidation,21.63,0,715,719,2,14,0,6500.0,78.7,28,4,0,25.1,Individual,0
35000,36 months,22.99,1354.66,E,E3,2 years,RENT,103800.0,Not Verified,debt_consolidation,13.38,0,695,699,1,8,0,4100.0,26.8,19,0,0,16.6,Individual,0
20000,36 months,22.63,770.34,E,E3,10+ years,MORTGAGE,55800.0,Not Verified,debt_consolidation,32.14,0,735,739,3,12,0,8800.0,46.6,23,4,0,10.0,Individual,0
12000,36 months,22.76,463.02,E,E3,< 1 year,MORTGAGE,50600.0,Source Verified,debt_consolidation,21.44,0,705,709,0,16,0,700.0,9.4,40,2,0,16.2,Individual,0
25000,36 months,21.19,944.32,E,E1,6 years,RENT,40700.0,Source Verified,debt_consolidation,23.59,0,725,729,0,11,0,1500.0,13.0,25,0,0,10.7,Individual,0
10000,60 months,25.37,295.69,F,F1,2 years,MORTGAGE,36400.0,Verified,major_purchase,16.22,1,700,704,0,10,0,1000.0,46.7,24,2,0,19.8,Individual,1
10000,36 months,19.44,368.79,D,D4,3 years,OWN,81200.0,Source Verified,debt_consolidation,15.47,0,745,749,0,14,0,2300.0,32.7,29,0,0,12.9,Individual,0
25000,36 months,29.33,1052.14,G,G2,10+ years,RENT,49700.0,Source Verified,debt_consolidation,25.7,2,645,649,0,10,0,2500.0,49.4,21,0,0,6.1,Individual,1
15000,36 months,14.99,519.91,C,C4,9 years,OWN,22300.0,Not Verified,small_business,10.7,0,770,774,0,7,0,1400.0,65.1,15,0,0,18.9,Individual,0
15000,36 months,17.34,537.33,D,D2,10+ years,RENT,65600.0,Source Verified,debt_consolidation,5.51,1,750,754,2,10,0,1000.0,23.4,16,0,0,18.2,Individual,0
15000,36 months,19.23,551.59,D,D4,10+ years,RENT,26100.0,Source Verified,debt_consolidation,22.62,0,755,759,1,10,0,3700.0,56.0,24,0,0,19.5,Individual,0
7500,60 months,22.23,208.12,E,E2,5 years,MORTGAGE,78800.0,Not Verified,credit_card,28.43,0,755,759,0,9,0,20500.0,107.4,18,3,0,12.9,Individual,0
12000,36 months,19.9,445.35,D,D5,10+ years,MORTGAGE,194600.0,Not Verified,home_improvement,16.75,0,725,729,0,8,2,14600.0,46.4,20,1,2,24.1,Individual,0
15000,36 months,23.76,586.6,E,E4,2 years,RENT,93800.0,Source Verified,debt_consolidation,13.56,0,670,674,2,8,0,700.0,10.6,32,1,0,23.2,Individual,0
10000,36 months,26.86,407.5,F,F3,10+ years,RENT,233400.0,Source Verified,debt_consolidation,26.46,3,670,674,1,9,0,8100.0,26.0,26,0,0,14.8,Individual,1
15000,36 months,18.71,547.64,D,D4,9 years,MORTGAGE,59000.0,Verified,debt_consolidation,14.4,0,735,739,3,14,0,7400.0,104.3,26,6,0,5.2,Individual,0
15000,36 months,28.4,623.7,F,F5,4 years,RENT,174900.0,Not Verified,debt_consolidation,22.03,0,640,644,1,9,0,17500.0,76.9,21,0,0,25.5,Individual,0
30000,60 months,28.49,942.96,F,F5,6 years,MORTGAGE,94300.0,Verified,debt_consolidation,13.0,0,670,674,1,10,0,2900.0,74.0,25,5,0,12.0,Individual,1
10000,60 months,24.13,288.43,E,E5,5 years,MORTGAGE,111600.0,Not Verified,debt_consolidation,25.7,0,740,744,1,6,1,21200.0,73.5,20,3,0,8.3,Individual,1
12000,36 months,23.2,465.77,E,E3,6 years,MORTGAGE,54900.0,Source Verified,debt_consolidation,8.82,0,690,694,0,11,0,500.0,25.4,27,2,0,15.6,Individual,0
35000,36 months,17.26,1252.38,D,D2,10+ years,RENT,31600.0,Not Verified,debt_consolidation,18.58,0,765,769,0,11,0,1700.0,40.3,23,0,0,16.3,Individual,0
10000,36 months,22.82,386.16,E,E3,< 1 year,RENT,46700.0,Verified,other,27.59,0,720,724,1,13,0,1100.0,17.8,28,1,0,24.1,Individual,0
25000,36 months,29.4,1053.09,G,G2,2 years,RENT,46700.0,Verified,debt_consolidation,17.81,0,630,634,0,7,0,500.0,2.2,22,0,0,12.5,Individual,1
7500,36 months,24.78,297.33,E,E5,9 years,OWN,40800.0,Not Verified,debt_consolidation,6.18,0,665,669,0,6,0,2000.0,71.7,16,0,0,24.7,Individual,0
25000,60 months,30.99,824.1,G,G5,8 years,MORTGAGE,41200.0,Not Verified,debt_consolidation,10.75,0,625,629,2,16,0,1800.0,36.4,25,2,0,3.1,Individual,1
15000,60 months,25.55,445.12,F,F1,10+ years,RENT,38400.0,Source Verified,debt_consolidation,5.67,1,690,694,1,10,2,500.0,0.0,19,0,2,9.7,Individual,1
35000,36 months,20.21,1304.47,D,D5,10+ years,MORTGAGE,43200.0,Verified,debt_consolidation,15.99,0,720,724,2,13,1,2500.0,66.6,28,2,1,10.0,Individual,1
7500,36 months,19.48,276.74,D,D4,10+ years,MORTGAGE,79100.0,Not Verified,credit_card,17.48,0,735,739,0,12,0,3500.0,76.7,28,1,0,17.2,Individual,0
20000,36 months,18.68,729.89,D,D3,3 years,OWN,98400.0,Not Verified,debt_consolidation,21.6,0,750,754,1,15,0,2200.0,25.1,23,0,0,18.4,Individual,0
20000,60 months,30.22,649.77,G,G4,1 year,MORTGAGE,144600.0,Not Verified,debt_consolidation,26.52,1,655,659,1,11,0,30200.0,71.5,24,3,0,13.5,Individual,1
20000,36 months,26.68,813.07,F,F3,10+ years,RENT,53600.0,Verified,debt_consolidation,2.52,0,625,629,4,12,0,1000.0,76.8,25,0,0,24.1,Individual,1
7500,36 months,27.82,309.5,F,F5,10+ years,MORTGAGE,65700.0,Not Verified,debt_consolidation,26.88,0,665,669,0,10,0,4300.0,59.9,22,3,0,13.7,Individual,0
10000,36 months,19.33,368.23,D,D4,2 years,OWN,98200.0,Verified,debt_consolidation,19.29,0,740,744,0,14,0,1300.0,8.2,29,0,0,17.7,Individual,0
10000,36 months,25.62,400.88,F,F1,10+ years,MORTGAGE,41600.0,Verified,debt_consolidation,15.33,0,665,669,0,7,0,3600.0,64.1,19,4,0,26.4,Individual,0
10000,36 months,16.55,354.29,D,D1,2 years,RENT,37200.0,Source Verified,debt_consolidation,13.2,0,755,759,1,13,0,800.0,50.5,18,0,0,18.4,Individual,0
20000,36 months,20.46,747.97,D,D5,4 years,MORTGAGE,29400.0,Not Verified,debt_consolidation,22.69,0,740,744,0,6,0,3400.0,61.2,18,5,0,13.2,Individual,0
5000,36 months,25.12,199.12,F,F1,3 years,MORTGAGE,23500.0,Source Verified,home_improvement,29.38,0,690,694,0,10,0,3700.0,65.9,26,7,0,20.6,Individual,0
20000,36 months,18.03,723.35,D,D3,10+ years,MORTGAGE,35800.0,Verified,debt_consolidation,34.11,0,780,784,1,10,0,3600.0,61.9,21,3,0,12.3,Individual,0
15000,60 months,21.84,412.92,E,E2,10+ years,MORTGAGE,136800.0,Verified,credit_card,1.0,0,725,729,0,4,1,500.0,24.7,15,3,0,15.5,Individual,0
7500,36 months,21.84,285.81,E,E2,3 years,MORTGAGE,54100.0,Verified,debt_consolidation,29.36,0,730,734,0,20,0,8400.0,68.1,32,3,0,11.4,Individual,0
10000,36 months,17.38,358.42,D,D2,3 years,RENT,131500.0,Not Verified,debt_consolidation,1.0,0,740,744,1,11,0,700.0,58.3,27,0,0,15.4,Individual,0
7500,36 months,26.57,304.46,F,F3,4 years,MORTGAGE,56300.0,Verified,credit_card,28.99,0,675,679,1,13,0,6200.0,101.8,34,4,0,11.7,Individual,1
12000,36 months,25.23,478.58,F,F1,9 years,MORTGAGE,60500.0,Not Verified,home_improvement,25.73,1,685,689,1,8,0,5000.0,44.1,21,2,0,26.8,Individual,1
15000,60 months,21.92,413.6,E,E2,10+ years,RENT,46000.0,Not Verified,debt_consolidation,10.51,0,735,739,2,16,0,1500.0,92.0,30,0,0,6.0,Individual,1
15000,36 months,20.1,558.22,D,D5,3 years,RENT,179200.0,Source Verified,credit_card,15.49,1,720,724,1,10,0,12100.0,72.9,20,1,0,9.1,Individual,1
35000,36 months,17.94,1264.28,D,D3,< 1 year,OWN,97600.0,Verified,other,16.07,0,760,764,3,6,0,5500.0,56.3,17,0,0,9.9,Individual,0
10000,36 months,26.74,406.86,F,F3,10+ years,MORTGAGE,92200.0,Verified,debt_consolidation,11.77,0,645,649,1,6,1,6600.0,54.9,13,1,1,18.1,Individual,0
20000,36 months,25.22,797.53,F,F1,10+ years,MORTGAGE,64400.0,Verified,debt_consolidation,10.83,0,660,664,1,13,0,5400.0,82.8,29,5,0,13.1,Individual,1
20000,36 months,26.34,809.44,F,F2,10+ years,OWN,129400.0,Verified,home_improvement,24.45,0,675,679,0,12,1,18400.0,61.4,24,0,1,11.0,Individual,1
5000,36 months,17.8,180.26,D,D3,7 years,RENT,25500.0,Not Verified,credit_card,22.14,0,760,764,0,18,0,1100.0,16.7,30,0,0,18.5,Individual,0
30000,36 months,21.41,1136.58,E,E2,10+ years,MORTGAGE,109300.0,Source Verified,debt_consolidation,19.15,0,720,724,0,16,0,8900.0,52.0,32,3,0,11.7,Individual,0
30000,60 months,22.37,834.89,E,E3,< 1 year,RENT,41800.0,Verified,debt_consolidation,19.52,0,740,744,0,13,0,3100.0,33.9,30,0,0,12.7,Individual,1
12000,36 months,17.15,428.73,D,D2,2 years,RENT,54700.0,Verified,debt_consolidation,20.95,0,770,774,0,11,0,5600.0,69.5,23,0,0,24.4,Individual,0
12000,36 months,17.23,429.21,D,D2,3 years,RENT,115400.0,Not Verified,small_business,19.72,2,755,759,0,9,0,14300.0,69.6,25,0,0,23.3,Individual,0
25000,36 months,20.77,938.93,E,E1,3 years,MORTGAGE,88900.0,Verified,debt_consolidation,21.7,0,730,734,0,19,0,7800.0,63.8,30,2,0,22.8,Individual,0
15000,60 months,29.25,478.41,G,G2,10+ years,OWN,81800.0,Not Verified,other,12.41,0,660,664,1,12,0,4600.0,70.8,20,1,0,27.3,Individual,1
25000,36 months,20.73,938.41,E,E1,5 years,RENT,53200.0,Not Verified,credit_card,21.13,0,745,749,2,17,0,2800.0,20.8,30,0,0,24.9,Individual,0
5000,36 months,26.61,203.08,F,F3,10+ years,MORTGAGE,94000.0,Verified,debt_consolidation,21.25,0,670,674,0,14,0,7200.0,39.8,24,4,0,8.3,Individual,0
10000,60 months,18.6,257.21,D,D3,3 years,MORTGAGE,105900.0,Not Verified,other,9.82,0,780,784,0,14,0,3200.0,33.7,19,3,0,15.1,Individual,0
7500,36 months,21.38,284.03,E,E1,10+ years,MORTGAGE,83500.0,Verified,debt_consolidation,5.82,1,705,709,0,15,0,800.0,50.6,29,2,0,9.3,Individual,0
12000,36 months,27.45,492.8,F,F4,10+ years,MORTGAGE,40600.0,Not Verified,debt_consolidation,23.56,0,660,664,0,7,0,2800.0,91.5,21,5,0,19.8,Individual,1
25000,60 months,27.21,766.52,F,F4,3 years,RENT,63100.0,Not Verified,credit_card,17.84,0,685,689,3,14,0,3200.0,60.6,23,0,0,24.4,Individual,1
15000,36 months,26.21,606.04,F,F2,6 years,MORTGAGE,27500.0,Source Verified,debt_consolidation,5.68,0,640,644,3,7,0,700.0,63.2,17,3,0,19.5,Individual,1
15000,60 months,22.05,414.71,E,E2,3 years,RENT,127600.0,Verified,other,23.6,0,745,749,0,12,0,9300.0,60.7,24,0,0,14.6,Individual,0
12000,36 months,24.64,474.84,E,E5,< 1 year,RENT,35400.0,Not Verified,debt_consolidation,23.56,1,685,689,0,14,1,4600.0,68.9,34,0,0,19.1,Individual,1
5000,60 months,30.49,163.28,G,G4,1 year,RENT,64800.0,Not Verified,debt_consolidation,20.77,0,655,659,0,12,0,4600.0,31.7,25,0,0,19.0,Individual,0
20000,60 months,23.79,572.92,E,E4,7 years,RENT,71400.0,Verified,debt_consolidation,17.35,0,730,734,0,7,0,500.0,0.0,18,0,0,15.8,Individual,0
15000,36 months,18.78,548.17,D,D4,9 years,OWN,19500.0,Not Verified,credit_card,21.66,0,750,754,0,9,0,1900.0,57.9,20,0,0,12.8,Individual,0
30000,36 months,21.0,1130.25,E,E1,< 1 year,MORTGAGE,84700.0,Verified,home_improvement,30.72,0,735,739,0,6,1,17200.0,65.8,14,5,1,15.5,Individual,1
12000,36 months,22.36,460.52,E,E3,2 years,RENT,97900.0,Source Verified,debt_consolidation,8.38,0,685,689,2,13,0,4900.0,71.4,25,0,0,7.4,Individual,0
12000,36 months,22.58,461.89,E,E3,2 years,MORTGAGE,78800.0,Verified,credit_card,25.46,0,710,714,0,7,0,5300.0,36.3,22,6,0,12.9,Individual,0
35000,36 months,20.86,1316.11,E,E1,2 years,MORTGAGE,32200.0,Not Verified,credit_card,11.39,0,700,704,0,13,0,700.0,33.4,19,2,0,15.9,Individual,0
7500,36 months,21.5,284.49,E,E2,2 years,RENT,33600.0,Source Verified,debt_consolidation,26.37,0,740,744,2,9,3,5500.0,53.9,21,0,2,10.1,Individual,0
10000,36 months,21.38,378.7,E,E1,1 year,RENT,27400.0,Verified,other,28.97,0,730,734,4,9,0,2100.0,75.0,22,0,0,9.6,Individual,0
15000,36 months,28.34,623.21,F,F5,10+ years,MORTGAGE,52100.0,Source Verified,debt_consolidation,32.44,0,655,659,2,15,0,2600.0,16.4,28,4,0,11.4,Individual,1
15000,60 months,28.02,467.22,F,F5,3 years,MORTGAGE,51700.0,Verified,credit_card,21.66,0,690,694,1,8,0,1600.0,16.1,20,3,0,11.7,Individual,1
15000,36 months,24.55,592.83,E,E5,6 years,MORTGAGE,31700.0,Verified,debt_consolidation,20.13,0,685,689,0,10,0,1800.0,53.4,22,4,0,14.2,Individual,0
10000,36 months,23.8,391.28,E,E4,< 1 year,MORTGAGE,73900.0,Source Verified,credit_card,15.35,1,685,689,1,12,0,3100.0,59.5,24,3,0,15.6,Individual,0
30000,36 months,18.37,1090.15,D,D3,< 1 year,MORTGAGE,51500.0,Source Verified,debt_consolidation,13.75,0,755,759,1,5,0,900.0,16.7,15,2,0,26.2,Individual,0
20000,36 months,18.71,730.19,D,D4,10+ years,RENT,147100.0,Not Verified,debt_consolidation,1.46,0,710,714,0,12,2,900.0,69.1,25,0,2,15.3,Individual,0
10000,36 months,18.56,364.34,D,D3,10+ years,MORTGAGE,66500.0,Verified,debt_consolidation,3.55,0,725,729,0,9,0,600.0,32.8,17,8,0,18.3,Individual,0
10000,36 months,22.18,382.84,E,E2,10+ years,OWN,36700.0,Source Verified,debt_consolidation,16.14,2,695,699,1,8,0,2000.0,61.3,16,0,0,21.0,Individual,1
30000,60 months,30.99,988.92,G,G5,9 years,MORTGAGE,101700.0,Source Verified,debt_consolidation,18.02,0,650,654,1,11,0,19700.0,97.1,21,5,0,14.1,Individual,1
12000,60 months,28.51,377.33,G,G1,2 years,MORTGAGE,54700.0,Source Verified,debt_consolidation,24.07,0,695,699,1,12,1,3000.0,59.0,30,3,0,18.9,Individual,1
15000,36 months,29.24,630.55,G,G2,3 years,MORTGAGE,76500.0,Source Verified,debt_consolidation,29.44,0,635,639,2,16,0,5200.0,54.3,32,7,0,14.2,Individual,1
7500,36 months,26.23,303.1,F,F2,10+ years,OWN,63700.0,Source Verified,debt_consolidation,18.14,0,660,664,0,13,0,4000.0,52.8,27,0,0,10.0,Individual,0
10000,60 months,25.36,295.63,F,F1,2 years,MORTGAGE,28100.0,Not Verified,debt_consolidation,26.08,0,730,734,0,9,0,1800.0,46.6,23,7,0,3.2,Individual,1
12000,36 months,26.51,486.75,F,F3,4 years,RENT,45400.0,Verified,credit_card,27.8,0,680,684,0,14,0,5300.0,36.2,25,1,0,8.8,Individual,1
